strategy,run,pid,condition,whichrobot,timesec,success,expTime,c4flag,matfile
3,14,8004,4,3,8.5,1,20.645,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00014/8004/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,1600,1,2,143.5,1,163.25,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/1600/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,1600,2,2,45,1,45.193,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/1600/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,1600,3,0,55,0,49.757,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/1600/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,1600,4,0,33.5,0,24.596,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/1600/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,3907,1,2,10,1,278.96,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/3907/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,3907,2,0,86,0,81.143,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/3907/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,3907,3,0,54,0,48.94,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/3907/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,3907,4,0,120.5,0,12.064,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/3907/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,8004,1,3,104.5,1,162.52,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/8004/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,8004,2,0,137.5,0,132.04,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/8004/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,8004,3,0,68,0,62.607,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/8004/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,15,8004,4,0,126,0,20.645,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00015/8004/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,3472,1,0,149.5,0,144.01,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/3472/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,3472,2,0,41,0,47.274,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/3472/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,3472,3,0,103,0,113.31,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/3472/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,3472,4,3,10,1,48.932,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/3472/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,5754,1,3,18,1,108.89,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/5754/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,5754,2,2,34.5,1,30.516,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/5754/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,5754,3,0,68.5,0,63.153,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/5754/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,5754,4,0,44,0,33.394,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/5754/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,8004,1,2,23.5,1,162.52,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/8004/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,8004,2,0,137.5,0,132.04,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/8004/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,8004,3,0,68,0,62.607,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/8004/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,16,8004,4,3,16.5,1,20.645,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00016/8004/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,1251,1,0,206.5,0,212.55,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/1251/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,1251,2,0,55,0,71.126,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/1251/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,1251,3,3,12,1,76.031,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/1251/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,1251,4,0,66,0,55.286,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/1251/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,7623,1,0,273,0,268.79,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/7623/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,7623,2,0,69.5,0,64.163,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/7623/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,7623,3,2,45,1,54.231,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/7623/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,7623,4,0,171,2,10.046,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/7623/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,8414,1,2,8.5,1,199.13,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/8414/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,8414,2,3,22.5,1,32.526,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/8414/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,8414,3,0,71,0,65.974,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/8414/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,17,8414,4,0,130.5,0,12.906,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00017/8414/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,1600,1,3,18,1,163.25,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/1600/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,1600,2,3,13,1,45.193,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/1600/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,1600,3,2,11,1,49.757,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/1600/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,1600,4,0,33.5,0,24.596,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/1600/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,3907,1,2,74.5,1,278.96,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/3907/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,3907,2,0,86,0,81.143,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/3907/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,3907,3,0,54,0,48.94,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/3907/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,3907,4,0,120.5,0,12.064,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/3907/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,4399,1,3,50,1,214.21,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/4399/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,4399,2,0,51.5,0,46.374,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/4399/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,4399,3,0,55,0,49.501,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/4399/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,18,4399,4,0,188,2,25.826,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00018/4399/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,3088,1,0,186,0,181.31,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/3088/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,3088,2,0,30,0,31.37,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/3088/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,3088,3,3,27.5,1,153.38,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/3088/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,3088,4,0,102.5,0,7.412,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/3088/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7042,1,3,73,1,199.98,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7042/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7042,2,0,165.5,0,160.44,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7042/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7042,3,3,35,1,108.78,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7042/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7042,4,2,36.5,1,55.058,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7042/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7194,1,0,115.5,0,111.81,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7194/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7194,2,0,57.5,0,52.19,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7194/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7194,3,0,76,0,70.545,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7194/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,19,7194,4,0,45.5,0,35.919,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00019/7194/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,1870,1,2,43,1,223.74,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/1870/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,1870,2,0,68.5,0,63.257,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/1870/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,1870,3,0,147,0,154.28,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/1870/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,1870,4,0,180,0,16.458,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/1870/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,2652,1,3,107,1,318.52,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/2652/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,2652,2,0,23,0,30.292,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/2652/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,2652,3,0,159,0,153.93,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/2652/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,2652,4,0,130.5,0,5.48,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/2652/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,6801,1,0,162.5,0,158.44,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/6801/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,6801,2,0,45,0,40.664,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/6801/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,6801,3,3,8.5,1,61.086,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/6801/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,20,6801,4,0,142.5,0,128.55,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00020/6801/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,2276,1,2,67.5,1,175.29,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/2276/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,2276,2,0,43.5,0,52.36,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/2276/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,2276,3,0,76,0,70.952,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/2276/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,2276,4,3,107.5,1,16.267,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/2276/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,3907,1,3,112,1,278.96,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/3907/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,3907,2,0,86,0,81.143,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/3907/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,3907,3,0,54,0,48.94,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/3907/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,3907,4,0,120.5,0,12.064,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/3907/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,8414,1,2,11,1,199.13,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/8414/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,8414,2,3,11.5,1,32.526,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/8414/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,8414,3,0,71,0,65.974,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/8414/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,21,8414,4,0,130.5,0,12.906,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00021/8414/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8004,1,0,163.5,0,162.52,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8004/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8004,2,0,137.5,0,132.04,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8004/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8004,3,0,68,0,62.607,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8004/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8004,4,3,13.5,1,20.645,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8004/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8414,1,3,17,1,199.13,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8414/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8414,2,3,10.5,1,32.526,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8414/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8414,3,0,71,0,65.974,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8414/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8414,4,0,130.5,0,12.906,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8414/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8521,1,2,81.5,1,231.75,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8521/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8521,2,3,10.5,1,153.7,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8521/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8521,3,0,117,2,111.83,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8521/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,22,8521,4,2,8,1,83.497,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00022/8521/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1181,1,2,109,1,145.7,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1181/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1181,2,0,67,0,61.832,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1181/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1181,3,3,14.5,1,78.593,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1181/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1181,4,0,40,0,30.482,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1181/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1870,1,2,195,1,223.74,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1870/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1870,2,0,68.5,0,63.257,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1870/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1870,3,2,98,1,154.28,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1870/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,1870,4,0,180,0,16.458,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/1870/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,6605,1,3,100.5,1,156.57,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/6605/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,6605,2,0,49,0,45.881,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/6605/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,6605,3,0,48.5,0,68.863,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/6605/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,23,6605,4,0,169,0,160.76,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00023/6605/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,3472,1,2,14.5,1,144.01,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/3472/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,3472,2,0,41,0,47.274,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/3472/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,3472,3,0,103,0,113.31,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/3472/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,3472,4,0,59.5,0,48.932,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/3472/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,6400,1,0,178.5,0,173.4,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/6400/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,6400,2,0,57,0,89.609,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/6400/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,6400,3,2,35.5,1,171.83,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/6400/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,6400,4,0,58,0,46.471,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/6400/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,8521,1,2,49,1,231.75,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/8521/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,8521,2,3,102.5,1,153.7,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/8521/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,8521,3,0,117,0,111.83,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/8521/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,24,8521,4,2,12,1,83.497,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00024/8521/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,1251,1,3,13.5,1,212.55,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/1251/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,1251,2,0,55,0,71.126,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/1251/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,1251,3,2,54,1,76.031,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/1251/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,1251,4,0,66,0,55.286,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/1251/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,5834,1,3,16,1,191.51,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/5834/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,5834,2,3,20.5,1,63.765,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/5834/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,5834,3,3,14,1,83.388,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/5834/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,5834,4,0,157.5,0,47.019,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/5834/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,7194,1,0,115.5,0,111.81,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/7194/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,7194,2,0,57.5,0,52.19,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/7194/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,7194,3,0,76,0,70.545,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/7194/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,25,7194,4,0,45.5,0,35.919,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00025/7194/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,4774,1,1,112,1,253.6,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/4774/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,4774,2,0,44,0,56.349,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/4774/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,4774,3,0,67.5,0,79.836,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/4774/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,4774,4,0,35,0,25.697,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/4774/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,5834,1,3,168.5,1,191.51,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/5834/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,5834,2,0,69,0,63.765,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/5834/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,5834,3,3,14,1,83.388,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/5834/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,5834,4,0,157.5,0,47.019,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/5834/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,7042,1,2,8.5,1,199.98,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/7042/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,7042,2,0,165.5,0,160.44,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/7042/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,7042,3,3,21.5,1,108.78,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/7042/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,26,7042,4,2,28,1,55.058,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00026/7042/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,1870,1,3,13.5,1,223.74,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/1870/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,1870,2,0,68.5,0,63.257,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/1870/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,1870,3,0,147,0,154.28,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/1870/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,1870,4,0,180,0,16.458,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/1870/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,4399,1,3,55,1,214.21,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/4399/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,4399,2,0,51.5,0,46.374,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/4399/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,4399,3,0,55,0,49.501,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/4399/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,4399,4,2,89.5,1,25.826,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/4399/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,8431,1,0,135,0,129.99,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/8431/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,8431,2,0,44.5,0,39.059,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/8431/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,8431,3,2,108.5,1,138.04,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/8431/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,27,8431,4,2,14.5,1,39.542,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00027/8431/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,2652,1,0,324,0,318.52,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/2652/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,2652,2,0,23,0,30.292,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/2652/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,2652,3,3,132.5,1,153.93,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/2652/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,2652,4,0,130.5,0,5.48,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/2652/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,4105,1,3,156,1,275.99,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/4105/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,4105,2,0,59.5,0,55.966,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/4105/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,4105,3,2,31,1,48.229,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/4105/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,4105,4,0,167,0,12.582,1,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/4105/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
3,28,8431,1,0,135,0,129.99,0,../../simdata-nr=3/alpha_t/DistAndFreeze/00028/8431/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
