strategy,run,pid,condition,succesfulrobot,timesec,succcess,expTime
2,69,8989,1,0,421,0,373.95154185022
2,69,8989,2,2,115.5,1,151.39
2,69,8989,3,2,144,1,161.14
2,69,8989,4,3,168.5,1,11.83
2,70,2241,1,0,229,0,201.775330396476
2,70,2241,2,0,48.5,0,43.006
2,70,2241,3,2,7,1,66.821
2,70,2241,4,0,26.5,0,18.399
2,70,3088,1,0,186,0,159.149779735683
2,70,3088,2,0,30,0,31.37
2,70,3088,3,3,9.5,1,153.38
2,70,3088,4,0,102.5,0,7.412
2,70,7667,1,2,35,1,180.145374449339
2,70,7667,2,0,67,0,61.519
2,70,7667,3,0,148,0,142.57
2,70,7667,4,0,50.5,0,40.524
2,71,1418,1,3,22.5,1,208.013215859031
2,71,1418,2,0,85,0,79.532
2,71,1418,3,0,280.5,0,275.09
2,71,1418,4,0,81,0,67.384
2,71,3907,1,0,284,0,245.185022026432
2,71,3907,2,0,86,0,81.143
2,71,3907,3,0,54,0,48.94
2,71,3907,4,0,120.5,0,12.064
2,71,5834,1,0,197,0,168.136563876652
2,71,5834,2,0,69,0,63.765
2,71,5834,3,0,88.5,0,83.388
2,71,5834,4,0,157.5,0,47.019
2,72,4105,1,0,281,0,242.568281938326
2,72,4105,2,0,59.5,0,55.966
2,72,4105,3,2,40.5,1,48.229
2,72,4105,4,0,167,0,12.582
2,72,6605,1,0,162,0,137.352422907489
2,72,6605,2,2,35,1,45.881
2,72,6605,3,0,48.5,0,68.863
2,72,6605,4,0,169,0,160.76
2,72,7667,1,0,210.5,0,180.145374449339
2,72,7667,2,0,67,0,61.519
2,72,7667,3,0,148,0,142.57
2,72,7667,4,0,50.5,0,40.524
2,73,5754,1,0,114,0,95.3436123348018
2,73,5754,2,2,8.5,1,30.516
2,73,5754,3,0,68.5,0,63.153
2,73,5754,4,0,44,0,33.394
2,73,6801,1,3,9.5,1,139
2,73,6801,2,0,45,0,40.664
2,73,6801,3,2,17,1,61.086
2,73,6801,4,2,95.5,1,128.55
2,73,8864,1,3,18.5,1,258.885462555066
2,73,8864,2,0,56.5,0,51.151
2,73,8864,3,0,43,0,37.675
2,73,8864,4,0,133,0,27.719
2,74,2652,1,3,34,1,280.039647577092
2,74,2652,2,0,23,0,30.292
2,74,2652,3,0,159,0,153.93
2,74,2652,4,0,130.5,0,5.48
2,74,3472,1,0,149.5,0,126.286343612335
2,74,3472,2,0,41,0,47.274
2,74,3472,3,0,103,0,113.31
2,74,3472,4,3,19.5,1,48.932
2,74,8989,1,0,421,0,373.95154185022
2,74,8989,2,3,104.5,1,151.39
2,74,8989,3,0,166.5,0,161.14
2,74,8989,4,0,224,0,11.83
2,75,1181,1,0,150.5,0,127.775330396476
2,75,1181,2,0,67,0,61.832
2,75,1181,3,3,8.5,1,78.593
2,75,1181,4,0,40,0,30.482
2,75,8431,1,0,135,0,113.933920704846
2,75,8431,2,0,44.5,0,39.059
2,75,8431,3,2,64.5,1,138.04
2,75,8431,4,0,49.5,0,39.542
2,75,8989,1,3,113,1,373.95154185022
2,75,8989,2,0,156.5,0,151.39
2,75,8989,3,0,166.5,0,161.14
2,75,8989,4,0,224,0,11.83
2,76,2276,1,0,180.5,0,153.845814977974
2,76,2276,2,0,43.5,0,52.36
2,76,2276,3,0,76,0,70.952
2,76,2276,4,3,11,1,16.267
2,76,8414,1,2,24.5,1,174.850220264317
2,76,8414,2,0,37.5,0,32.526
2,76,8414,3,0,71,0,65.974
2,76,8414,4,3,122.5,1,12.906
2,76,8989,1,3,96,1,373.95154185022
2,76,8989,2,0,156.5,0,151.39
2,76,8989,3,0,166.5,0,161.14
2,76,8989,4,0,224,0,11.83
2,77,6400,1,2,14,1,152.180616740088
2,77,6400,2,0,57,0,89.609
2,77,6400,3,2,133.5,1,171.83
2,77,6400,4,0,58,0,46.471
2,77,7667,1,2,20.5,1,180.145374449339
2,77,7667,2,0,67,0,61.519
2,77,7667,3,0,148,0,142.57
2,77,7667,4,3,28,1,40.524
2,77,8864,1,0,296,0,258.885462555066
2,77,8864,2,3,29.5,1,51.151
2,77,8864,3,0,43,0,37.675
2,77,8864,4,0,133,0,27.719
2,78,4105,1,3,10,1,242.568281938326
2,78,4105,2,0,59.5,0,55.966
2,78,4105,3,0,52,0,48.229
2,78,4105,4,0,167,0,12.582
2,78,7194,1,3,13.5,1,97.9162995594714
2,78,7194,2,0,57.5,0,52.19
2,78,7194,3,0,76,0,70.545
2,78,7194,4,3,34.5,1,35.919
2,78,8431,1,0,135,0,113.933920704846
2,78,8431,2,0,44.5,0,39.059
2,78,8431,3,0,131,0,138.04
2,78,8431,4,2,32.5,1,39.542
2,79,3472,1,3,23,1,126.286343612335
2,79,3472,2,0,41,0,47.274
2,79,3472,3,0,103,0,113.31
2,79,3472,4,3,20,1,48.932
2,79,7623,1,2,83.5,1,236.224669603524
2,79,7623,2,3,14,1,64.163
2,79,7623,3,0,59.5,0,54.231
2,79,7623,4,0,171,0,10.046
2,79,8004,1,2,87,1,142.594713656388
2,79,8004,2,0,137.5,0,132.04
2,79,8004,3,0,68,0,62.607
2,79,8004,4,3,9.5,1,20.645
2,80,3472,1,0,149.5,0,126.286343612335
2,80,3472,2,0,41,0,47.274
2,80,3472,3,0,103,0,113.31
2,80,3472,4,3,10.5,1,48.932
2,80,4399,1,2,94.5,1,188.136563876652
2,80,4399,2,0,51.5,0,46.374
2,80,4399,3,0,55,0,49.501
2,80,4399,4,0,188,0,25.826
2,80,6801,1,2,123,1,139
2,80,6801,2,0,45,0,40.664
2,80,6801,3,0,65,0,61.086
2,80,6801,4,0,142.5,0,128.55
2,81,2652,1,3,62.5,1,280.039647577092
2,81,2652,2,0,23,0,30.292
2,81,2652,3,3,109.5,1,153.93
2,81,2652,4,0,130.5,0,5.48
2,81,5834,1,2,88.5,1,168.136563876652
2,81,5834,2,3,23.5,1,63.765
2,81,5834,3,2,39.5,1,83.388
2,81,5834,4,0,157.5,0,47.019
2,81,8989,1,2,413,1,373.95154185022
2,81,8989,2,0,156.5,0,151.39
2,81,8989,3,0,166.5,0,161.14
2,81,8989,4,0,224,2,11.83
2,82,2652,1,2,10.5,1,280.039647577092
2,82,2652,2,0,23,0,30.292
2,82,2652,3,3,38,1,153.93
2,82,2652,4,0,130.5,0,5.48
2,82,6605,1,2,149,1,137.352422907489
2,82,6605,2,0,49,0,45.881
2,82,6605,3,0,48.5,0,68.863
2,82,6605,4,0,169,0,160.76
2,82,7042,1,3,21.5,1,175.599118942731
2,82,7042,2,0,165.5,0,160.44
2,82,7042,3,0,114,0,108.78
2,82,7042,4,3,8,1,55.058
2,83,5754,1,3,87.5,1,95.3436123348018
2,83,5754,2,2,10,1,30.516
2,83,5754,3,0,68.5,0,63.153
2,83,5754,4,2,11,1,33.394
2,83,6400,1,2,170.5,1,152.180616740088
2,83,6400,2,0,57,0,89.609
2,83,6400,3,3,19,1,171.83
2,83,6400,4,0,58,0,46.471
2,83,7623,1,2,24,1,236.224669603524
2,83,7623,2,0,69.5,0,64.163
2,83,7623,3,0,59.5,0,54.231
2,83,7623,4,0,171,0,10.046
2,84,4399,1,3,108,1,188.136563876652
2,84,4399,2,0,51.5,0,46.374
2,84,4399,3,0,55,0,49.501
2,84,4399,4,0,188,0,25.826
2,84,7042,1,3,19,1,175.599118942731
2,84,7042,2,3,144.5,1,160.44
2,84,7042,3,0,114,0,108.78
2,84,7042,4,3,26,1,55.058
2,84,8864,1,0,296,0,258.885462555066
2,84,8864,2,3,10.5,1,51.151
2,84,8864,3,0,43,0,37.675
2,84,8864,4,0,133,0,27.719
2,85,7667,1,2,129,1,180.145374449339
2,85,7667,2,0,67,0,61.519
2,85,7667,3,0,148,0,142.57
2,85,7667,4,2,21,1,40.524
2,85,8414,1,3,39,1,174.850220264317
2,85,8414,2,2,15,1,32.526
2,85,8414,3,0,71,0,65.974
2,85,8414,4,0,130.5,0,12.906
2,85,8864,1,2,12.5,1,258.885462555066
2,85,8864,2,2,17,1,51.151
2,85,8864,3,0,43,0,37.675
2,85,8864,4,0,133,0,27.719
2,86,5834,1,3,15,1,168.136563876652
2,86,5834,2,0,69,0,63.765
2,86,5834,3,3,7.5,1,83.388
2,86,5834,4,0,157.5,0,47.019
2,86,7042,1,2,17,1,175.599118942731
2,86,7042,2,0,165.5,0,160.44
2,86,7042,3,2,10.5,1,108.78
2,86,7042,4,3,20,1,55.058
2,86,8414,1,2,20.5,1,174.850220264317
2,86,8414,2,0,37.5,0,32.526
2,86,8414,3,0,71,0,65.974
2,86,8414,4,0,130.5,0,12.906
2,87,2241,1,2,101,1,201.775330396476
2,87,2241,2,2,26,1,43.006
2,87,2241,3,0,72,0,66.821
2,87,2241,4,0,26.5,0,18.399
2,87,7194,1,0,115.5,0,97.9162995594714
2,87,7194,2,2,23,1,52.19
2,87,7194,3,0,76,0,70.545
2,87,7194,4,0,45.5,0,35.919
2,87,8521,1,3,213.5,1,203.590308370044
2,87,8521,2,3,92.5,1,153.7
2,87,8521,3,0,117,0,111.83
2,87,8521,4,2,10.5,1,83.497
2,88,1181,1,3,10,1,127.775330396476
2,88,1181,2,0,67,0,61.832
2,88,1181,3,3,10,1,78.593
2,88,1181,4,0,40,0,30.482
2,88,1251,1,2,59.5,1,186.674008810573
2,88,1251,2,0,55,0,71.126
2,88,1251,3,2,46.5,1,76.031
2,88,1251,4,3,49,1,55.286
2,88,7667,1,0,210.5,0,180.145374449339
2,88,7667,2,0,67,0,61.519
2,88,7667,3,0,148,0,142.57
2,88,7667,4,0,50.5,0,40.524
2,89,1181,1,0,150.5,0,127.775330396476
2,89,1181,2,0,67,0,61.832
2,89,1181,3,3,20,1,78.593
2,89,1181,4,0,40,0,30.482
2,89,5754,1,0,114,0,95.3436123348018
2,89,5754,2,2,19,1,30.516
2,89,5754,3,0,68.5,0,63.153
2,89,5754,4,3,27,1,33.394
2,89,7623,1,2,210.5,1,236.224669603524
2,89,7623,2,2,46,1,64.163
2,89,7623,3,0,59.5,0,54.231
2,89,7623,4,0,171,0,10.046
2,90,2241,1,0,229,0,201.775330396476
2,90,2241,2,0,48.5,0,43.006
2,90,2241,3,0,72,0,66.821
2,90,2241,4,0,26.5,0,18.399
2,90,3088,1,0,186,0,159.149779735683
2,90,3088,2,0,30,0,31.37
2,90,3088,3,0,157.5,0,153.38
2,90,3088,4,0,102.5,0,7.412
2,90,3472,1,3,41,1,126.286343612335
2,90,3472,2,0,41,0,47.274
2,90,3472,3,0,103,0,113.31
2,90,3472,4,3,9.5,1,48.932
2,91,1181,1,3,17.5,1,127.775330396476
2,91,1181,2,0,67,0,61.832
2,91,1181,3,3,13.5,1,78.593
2,91,1181,4,0,40,0,30.482
2,91,2652,1,2,9.5,1,280.039647577092
2,91,2652,2,0,23,0,30.292
2,91,2652,3,3,28.5,1,153.93
2,91,2652,4,0,130.5,0,5.48
2,91,6605,1,3,66,1,137.352422907489
2,91,6605,2,3,14.5,1,45.881
2,91,6605,3,0,48.5,0,68.863
2,91,6605,4,0,169,0,160.76
2,92,1251,1,2,100,1,186.674008810573
2,92,1251,2,0,55,0,71.126
2,92,1251,3,0,81.5,0,76.031
2,92,1251,4,0,66,0,55.286
2,92,1870,1,3,39.5,1,196.533039647577
2,92,1870,2,0,68.5,0,63.257
2,92,1870,3,0,147,0,154.28
2,92,1870,4,0,180,0,16.458
2,92,8004,1,2,24,1,142.594713656388
2,92,8004,2,0,137.5,0,132.04
2,92,8004,3,0,68,0,62.607
2,92,8004,4,2,36,1,20.645
2,93,1870,1,3,71,1,196.533039647577
2,93,1870,2,0,68.5,0,63.257
2,93,1870,3,2,49.5,1,154.28
2,93,1870,4,0,180,0,16.458
2,93,3472,1,0,149.5,0,126.286343612335
2,93,3472,2,0,41,0,47.274
2,93,3472,3,0,103,0,113.31
2,93,3472,4,3,10.5,1,48.932
2,93,5754,1,3,38,1,95.3436123348018
2,93,5754,2,0,36,0,30.516
2,93,5754,3,0,68.5,0,63.153
2,93,5754,4,2,7.5,1,33.394
2,94,1870,1,3,44,1,196.533039647577
2,94,1870,2,0,68.5,0,63.257
2,94,1870,3,0,147,0,154.28
2,94,1870,4,0,180,0,16.458
2,94,6605,1,3,35.5,1,137.352422907489
2,94,6605,2,0,49,0,45.881
2,94,6605,3,0,48.5,0,68.863
2,94,6605,4,0,169,0,160.76
2,94,7194,1,3,22.5,1,97.9162995594714
2,94,7194,2,0,57.5,0,52.19
2,94,7194,3,0,76,0,70.545
2,94,7194,4,2,26,1,35.919
2,95,1251,1,2,86,1,186.674008810573
2,95,1251,2,0,55,0,71.126
2,95,1251,3,3,12.5,1,76.031
2,95,1251,4,0,66,0,55.286
2,95,1600,1,0,168.5,0,143.237885462555
2,95,1600,2,3,10.5,1,45.193
2,95,1600,3,2,29,1,49.757
2,95,1600,4,0,33.5,0,24.596
2,95,7042,1,0,168.5,0,175.599118942731
2,95,7042,2,0,165.5,0,160.44
2,95,7042,3,3,105,1,108.78
2,95,7042,4,3,16,1,55.058
2,96,1251,1,3,149.5,1,186.674008810573
2,96,1251,2,0,55,0,71.126
2,96,1251,3,3,27,1,76.031
2,96,1251,4,0,66,0,55.286
2,96,3088,1,3,99.5,1,159.149779735683
2,96,3088,2,0,30,0,31.37
2,96,3088,3,2,120,1,153.38
2,96,3088,4,0,102.5,0,7.412
2,96,4399,1,2,54.5,1,188.136563876652
2,96,4399,2,0,51.5,0,46.374
2,96,4399,3,0,55,0,49.501
2,96,4399,4,0,188,0,25.826
2,97,4105,1,2,62.5,1,242.568281938326
2,97,4105,2,3,27,1,55.966
2,97,4105,3,3,8,1,48.229
2,97,4105,4,0,167,0,12.582
2,97,4774,1,1,112,1,222.84140969163
2,97,4774,2,0,44,0,56.349
2,97,4774,3,0,67.5,0,79.836
2,97,4774,4,0,35,0,25.697
2,97,8414,1,3,12,1,174.850220264317
2,97,8414,2,3,14,1,32.526
2,97,8414,3,0,71,0,65.974
2,97,8414,4,3,38,1,12.906
2,98,6400,1,2,10,1,152.180616740088
2,98,6400,2,0,57,0,89.609
2,98,6400,3,2,139.5,1,171.83
2,98,6400,4,2,21,1,46.471
2,98,7042,1,2,28.5,1,175.599118942731
2,98,7042,2,0,165.5,0,160.44
2,98,7042,3,3,17.5,1,108.78
2,98,7042,4,0,67,0,55.058
2,98,8989,1,0,421,2,373.95154185022
2,98,8989,2,0,156.5,0,151.39
2,98,8989,3,0,166.5,0,161.14
2,98,8989,4,0,224,0,11.83
2,99,1181,1,3,122.5,1,127.775330396476
2,99,1181,2,0,67,0,61.832
2,99,1181,3,0,62.5,0,78.593
2,99,1181,4,0,40,0,30.482
2,99,3472,1,0,149.5,0,126.286343612335
2,99,3472,2,0,41,0,47.274
2,99,3472,3,0,103,0,113.31
2,99,3472,4,0,59.5,0,48.932
2,99,4774,1,3,83,1,222.84140969163
2,99,4774,2,0,44,0,56.349
2,99,4774,3,0,67.5,0,79.836
2,99,4774,4,0,35,0,25.697
2,100,1181,1,0,150.5,0,127.775330396476
2,100,1181,2,0,67,0,61.832
2,100,1181,3,2,29.5,1,78.593
2,100,1181,4,0,40,0,30.482
2,100,4774,1,3,30.5,1,222.84140969163
2,100,4774,2,0,44,0,56.349
2,100,4774,3,0,67.5,0,79.836
2,100,4774,4,0,35,0,25.697
2,100,7667,1,3,148.5,1,180.145374449339
2,100,7667,2,0,67,0,61.519
2,100,7667,3,0,148,0,142.57
2,100,7667,4,2,9.5,1,40.524
3,1,2652,1,3,39,1,280.039647577092
3,1,2652,2,0,23,0,30.292
3,1,2652,3,0,159,0,153.93
3,1,2652,4,0,130.5,0,5.48
3,1,5754,1,2,22.5,1,95.3436123348018
3,1,5754,2,2,25.5,1,30.516
3,1,5754,3,0,68.5,0,63.153
3,1,5754,4,2,23,1,33.394
3,1,7667,1,2,41,1,180.145374449339
3,1,7667,2,3,21,1,61.519
3,1,7667,3,0,148,0,142.57
3,1,7667,4,0,50.5,0,40.524
3,2,3088,1,3,27.5,1,159.149779735683
3,2,3088,2,0,30,0,31.37
3,2,3088,3,2,40,1,153.38
3,2,3088,4,0,102.5,0,7.412
3,2,4774,1,1,112,1,222.84140969163
3,2,4774,2,0,44,0,56.349
3,2,4774,3,0,67.5,0,79.836
3,2,4774,4,0,35,0,25.697
3,2,7042,1,0,168.5,0,175.599118942731
3,2,7042,2,0,165.5,0,160.44
3,2,7042,3,0,114,0,108.78
3,2,7042,4,3,33.5,1,55.058
3,3,1418,1,3,22,1,208.013215859031
3,3,1418,2,0,85,0,79.532
3,3,1418,3,2,214,1,275.09
3,3,1418,4,0,81,0,67.384
3,3,4105,1,3,27,1,242.568281938326
3,3,4105,2,0,59.5,0,55.966
3,3,4105,3,3,30.5,1,48.229
3,3,4105,4,0,167,0,12.582
3,3,8989,1,2,44,1,373.95154185022
3,3,8989,2,0,156.5,0,151.39
3,3,8989,3,0,166.5,0,161.14
3,3,8989,4,0,224,0,11.83
3,4,1181,1,0,150.5,0,127.775330396476
3,4,1181,2,0,67,0,61.832
3,4,1181,3,3,34.5,1,78.593
3,4,1181,4,0,40,0,30.482
3,4,1251,1,3,39,1,186.674008810573
3,4,1251,2,0,55,0,71.126
3,4,1251,3,3,25,1,76.031
3,4,1251,4,3,39.5,1,55.286
3,4,7667,1,3,34.5,1,180.145374449339
3,4,7667,2,0,67,0,61.519
3,4,7667,3,0,148,0,142.57
3,4,7667,4,2,26,1,40.524
3,5,1181,1,0,150.5,0,127.775330396476
3,5,1181,2,0,67,0,61.832
3,5,1181,3,3,39.5,1,78.593
3,5,1181,4,0,40,0,30.482
3,5,4774,1,3,24,1,222.84140969163
3,5,4774,2,0,44,0,56.349
3,5,4774,3,0,67.5,0,79.836
3,5,4774,4,0,35,0,25.697
3,5,6400,1,0,178.5,0,152.180616740088
3,5,6400,2,0,57,0,89.609
3,5,6400,3,3,19.5,1,171.83
3,5,6400,4,0,58,0,46.471
3,6,2652,1,2,19.5,1,280.039647577092
3,6,2652,2,0,23,0,30.292
3,6,2652,3,2,27.5,1,153.93
3,6,2652,4,0,130.5,0,5.48
3,6,4399,1,0,219.5,0,188.136563876652
3,6,4399,2,0,51.5,0,46.374
3,6,4399,3,0,55,0,49.501
3,6,4399,4,0,188,0,25.826
3,6,4774,1,2,38,1,222.84140969163
3,6,4774,2,0,44,0,56.349
3,6,4774,3,0,67.5,0,79.836
3,6,4774,4,0,35,0,25.697
3,7,1870,1,3,38.5,1,196.533039647577
3,7,1870,2,0,68.5,0,63.257
3,7,1870,3,0,147,0,154.28
3,7,1870,4,0,180,0,16.458
3,7,2276,1,0,180.5,0,153.845814977974
3,7,2276,2,0,43.5,0,52.36
3,7,2276,3,0,76,0,70.952
3,7,2276,4,3,28,1,16.267
3,7,2652,1,0,324,0,280.039647577092
3,7,2652,2,0,23,0,30.292
3,7,2652,3,0,159,0,153.93
3,7,2652,4,0,130.5,0,5.48
3,8,3472,1,2,26.5,1,126.286343612335
3,8,3472,2,0,41,0,47.274
3,8,3472,3,0,103,0,113.31
3,8,3472,4,2,52.5,1,48.932
3,8,4399,1,0,219.5,0,188.136563876652
3,8,4399,2,0,51.5,0,46.374
3,8,4399,3,0,55,0,49.501
3,8,4399,4,0,188,0,25.826
3,8,5754,1,2,63,1,95.3436123348018
3,8,5754,2,2,28.5,1,30.516
3,8,5754,3,0,68.5,0,63.153
3,8,5754,4,2,21.5,1,33.394
3,9,4774,1,1,112,1,222.84140969163
3,9,4774,2,0,44,0,56.349
3,9,4774,3,0,67.5,0,79.836
3,9,4774,4,0,35,0,25.697
3,9,7667,1,0,210.5,0,180.145374449339
3,9,7667,2,3,36.5,1,61.519
3,9,7667,3,0,148,0,142.57
3,9,7667,4,2,25.5,1,40.524
3,9,8864,1,0,296,2,258.885462555066
3,9,8864,2,2,39.5,1,51.151
3,9,8864,3,0,43,0,37.675
3,9,8864,4,0,133,0,27.719
3,10,2276,1,0,180.5,0,153.845814977974
3,10,2276,2,0,43.5,0,52.36
3,10,2276,3,0,76,0,70.952
3,10,2276,4,3,26,1,16.267
3,10,2652,1,2,26.5,1,280.039647577092
3,10,2652,2,0,23,0,30.292
3,10,2652,3,2,60.5,1,153.93
3,10,2652,4,0,130.5,0,5.48
3,10,3088,1,0,186,0,159.149779735683
3,10,3088,2,0,30,0,31.37
3,10,3088,3,0,157.5,0,153.38
3,10,3088,4,0,102.5,0,7.412
3,11,1181,1,0,150.5,0,127.775330396476
3,11,1181,2,0,67,0,61.832
3,11,1181,3,0,62.5,0,78.593
3,11,1181,4,0,40,0,30.482
3,11,5754,1,0,114,0,95.3436123348018
3,11,5754,2,0,36,0,30.516
3,11,5754,3,0,68.5,0,63.153
3,11,5754,4,0,44,0,33.394
3,11,8004,1,0,163.5,0,142.594713656388
3,11,8004,2,3,124,1,132.04
3,11,8004,3,0,68,0,62.607
3,11,8004,4,3,28,1,20.645
3,12,3088,1,0,186,0,159.149779735683
3,12,3088,2,0,30,0,31.37
3,12,3088,3,3,52.5,1,153.38
3,12,3088,4,0,102.5,0,7.412
3,12,6801,1,3,25,1,139
3,12,6801,2,0,45,0,40.664
3,12,6801,3,2,40.5,1,61.086
3,12,6801,4,0,142.5,0,128.55
3,12,7194,1,0,115.5,0,97.9162995594714
3,12,7194,2,2,20,1,52.19
3,12,7194,3,0,76,0,70.545
3,12,7194,4,0,45.5,0,35.919
3,13,7194,1,0,115.5,0,97.9162995594714
3,13,7194,2,0,57.5,0,52.19
3,13,7194,3,0,76,0,70.545
3,13,7194,4,2,28,1,35.919
3,13,7623,1,2,21.5,1,236.224669603524
3,13,7623,2,0,69.5,0,64.163
3,13,7623,3,2,47.5,1,54.231
3,13,7623,4,0,171,0,10.046
3,13,8864,1,0,296,0,258.885462555066
3,13,8864,2,3,32.5,1,51.151
3,13,8864,3,0,43,0,37.675
3,13,8864,4,0,133,0,27.719
3,14,2652,1,0,324,0,280.039647577092
3,14,2652,2,0,23,0,30.292
3,14,2652,3,0,159,0,153.93
3,14,2652,4,0,130.5,0,5.48
3,14,8004,1,2,21,1,142.594713656388
3,14,8004,2,0,137.5,0,132.04
3,14,8004,3,0,68,0,62.607
3,14,8004,4,0,126,0,20.645
3,14,8864,1,0,296,0,258.885462555066
3,14,8864,2,0,56.5,0,51.151
3,14,8864,3,0,43,0,37.675
3,14,8864,4,0,133,0,27.719
3,15,3088,1,0,186,0,159.149779735683
3,15,3088,2,0,30,0,31.37
3,15,3088,3,3,27.5,1,153.38
3,15,3088,4,0,102.5,0,7.412
3,15,7194,1,0,115.5,0,97.9162995594714
3,15,7194,2,2,26.5,1,52.19
3,15,7194,3,0,76,0,70.545
3,15,7194,4,3,42.5,1,35.919
3,15,8431,1,0,135,0,113.933920704846
3,15,8431,2,0,44.5,0,39.059
3,15,8431,3,0,131,0,138.04
3,15,8431,4,2,21.5,1,39.542
3,16,1418,1,3,27,1,208.013215859031
3,16,1418,2,3,24.5,1,79.532
3,16,1418,3,0,280.5,0,275.09
3,16,1418,4,0,81,0,67.384
3,16,8521,1,0,237,0,203.590308370044
3,16,8521,2,0,159,0,153.7
3,16,8521,3,0,117,0,111.83
3,16,8521,4,0,97.5,0,83.497
3,16,8989,1,2,43,1,373.95154185022
3,16,8989,2,0,156.5,0,151.39
3,16,8989,3,0,166.5,0,161.14
3,16,8989,4,0,224,0,11.83
3,17,1251,1,3,45,1,186.674008810573
3,17,1251,2,0,55,0,71.126
3,17,1251,3,0,81.5,0,76.031
3,17,1251,4,0,66,0,55.286
3,17,5834,1,0,197,0,168.136563876652
3,17,5834,2,3,23.5,1,63.765
3,17,5834,3,2,38,1,83.388
3,17,5834,4,0,157.5,0,47.019
3,17,8989,1,0,421,0,373.95154185022
3,17,8989,2,0,156.5,0,151.39
3,17,8989,3,0,166.5,0,161.14
3,17,8989,4,0,224,0,11.83
3,18,1181,1,3,28.5,1,127.775330396476
3,18,1181,2,0,67,0,61.832
3,18,1181,3,0,62.5,0,78.593
3,18,1181,4,0,40,0,30.482
3,18,1870,1,3,39.5,1,196.533039647577
3,18,1870,2,0,68.5,0,63.257
3,18,1870,3,0,147,0,154.28
3,18,1870,4,0,180,0,16.458
3,18,8431,1,0,135,0,113.933920704846
3,18,8431,2,0,44.5,0,39.059
3,18,8431,3,0,131,0,138.04
3,18,8431,4,2,25,1,39.542
3,19,1418,1,3,41.5,1,208.013215859031
3,19,1418,2,2,46,1,79.532
3,19,1418,3,0,280.5,0,275.09
3,19,1418,4,3,42.5,1,67.384
3,19,4774,1,1,112,1,222.84140969163
3,19,4774,2,0,44,0,56.349
3,19,4774,3,0,67.5,0,79.836
3,19,4774,4,0,35,0,25.697
3,19,8414,1,0,203.5,0,174.850220264317
3,19,8414,2,0,37.5,0,32.526
3,19,8414,3,0,71,0,65.974
3,19,8414,4,0,130.5,0,12.906
3,20,1251,1,2,30.5,1,186.674008810573
3,20,1251,2,0,55,0,71.126
3,20,1251,3,3,24.5,1,76.031
3,20,1251,4,2,29,1,55.286
3,20,3088,1,2,41,1,159.149779735683
3,20,3088,2,0,30,0,31.37
3,20,3088,3,2,50,1,153.38
3,20,3088,4,0,102.5,0,7.412
3,20,7042,1,2,25.5,1,175.599118942731
3,20,7042,2,0,165.5,0,160.44
3,20,7042,3,0,114,0,108.78
3,20,7042,4,0,67,0,55.058
3,21,2652,1,0,324,0,280.039647577092
3,21,2652,2,0,23,0,30.292
3,21,2652,3,2,23.5,1,153.93
3,21,2652,4,0,130.5,0,5.48
3,21,5834,1,0,197,0,168.136563876652
3,21,5834,2,2,50.5,1,63.765
3,21,5834,3,0,88.5,0,83.388
3,21,5834,4,0,157.5,0,47.019
3,21,6605,1,2,19.5,1,137.352422907489
3,21,6605,2,3,33,1,45.881
3,21,6605,3,0,48.5,0,68.863
3,21,6605,4,0,169,0,160.76
3,22,1181,1,0,150.5,0,127.775330396476
3,22,1181,2,0,67,0,61.832
3,22,1181,3,0,62.5,0,78.593
3,22,1181,4,0,40,0,30.482
3,22,1251,1,3,48,1,186.674008810573
3,22,1251,2,0,55,0,71.126
3,22,1251,3,3,24.5,1,76.031
3,22,1251,4,0,66,0,55.286
3,22,4105,1,3,28.5,1,242.568281938326
3,22,4105,2,0,59.5,0,55.966
3,22,4105,3,0,52,0,48.229
3,22,4105,4,0,167,0,12.582
3,23,1181,1,0,150.5,0,127.775330396476
3,23,1181,2,0,67,0,61.832
3,23,1181,3,2,58,1,78.593
3,23,1181,4,0,40,0,30.482
3,23,7042,1,0,168.5,0,175.599118942731
3,23,7042,2,0,165.5,0,160.44
3,23,7042,3,0,114,0,108.78
3,23,7042,4,3,27,1,55.058
3,23,8989,1,2,41,1,373.95154185022
3,23,8989,2,0,156.5,0,151.39
3,23,8989,3,0,166.5,0,161.14
3,23,8989,4,0,224,0,11.83
3,24,1251,1,0,206.5,0,186.674008810573
3,24,1251,2,0,55,0,71.126
3,24,1251,3,2,52,1,76.031
3,24,1251,4,2,24,1,55.286
3,24,2276,1,3,40.5,1,153.845814977974
3,24,2276,2,0,43.5,0,52.36
3,24,2276,3,0,76,0,70.952
3,24,2276,4,2,38.5,1,16.267
3,24,8431,1,0,135,0,113.933920704846
3,24,8431,2,0,44.5,0,39.059
3,24,8431,3,0,131,0,138.04
3,24,8431,4,0,49.5,0,39.542
3,25,1418,1,3,23,1,208.013215859031
3,25,1418,2,0,85,0,79.532
3,25,1418,3,3,142,1,275.09
3,25,1418,4,0,81,0,67.384
3,25,2276,1,2,27.5,1,153.845814977974
3,25,2276,2,0,43.5,0,52.36
3,25,2276,3,0,76,0,70.952
3,25,2276,4,0,164.5,0,16.267
3,25,6400,1,0,178.5,0,152.180616740088
3,25,6400,2,0,57,0,89.609
3,25,6400,3,3,19.5,1,171.83
3,25,6400,4,0,58,0,46.471
3,26,2276,1,0,180.5,0,153.845814977974
